Account Name,Service Name,Audit Type,Location,Address,City,State,Zip,Round,Scheduled Date,Start Date,Completion Date,Audit Duration,Score,Golf Score,Specialist,RP Order #,Status,Imported From,Sent To Client,Report
OCP Corp,OCP Corp Audit,Audit,T0144,2250 NE Northgate Way,Madison,WA,37115-2002,Round 3 - 2013,7/19/13 0:00,7/19/13 8:26,7/19/13 10:54,147,90.54,7,Kizzie Rea,8061713,Closed,,2013-07-20T22:57:30.513,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2213,2251 NE Northgate Way,Windsor,WA,06095-1308,Round 3 - 2013,7/19/13 0:00,7/19/13 8:02,7/19/13 10:51,168,3,3,Sherly Gaudet,8059406,Closed,,2013-07-19T21:20:54.383,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2213,2252 NE Northgate Way,Windsor,WA,06095-1308,Round 3 - 2013,7/19/13 0:00,7/19/13 8:00,7/19/13 10:51,170,89.98,4,Anamaria Durbin,8060302,Closed,,2013-07-19T21:20:56.117,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1154,2253 NE Northgate Way,Toms River,WA,8753,Round 3 - 2013,7/19/13 0:00,7/19/13 8:05,7/19/13 10:50,164,91.75,4,Gillian Ceasar,8061120,Closed,,2013-07-19T21:24:47.690,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1962,2254 NE Northgate Way,Waxahachie,WA,75165-5116,Round 3 - 2013,7/19/13 0:00,7/19/13 8:00,7/19/13 10:44,163,94.97,4,Lorretta Marcial,8060522,Closed,,2013-07-19T21:49:24.793,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1962,2255 NE Northgate Way,Waxahachie,WA,75165-5116,Round 3 - 2013,7/19/13 0:00,7/19/13 8:04,7/19/13 10:43,159,0,0,Shirl Winger,8059598,Closed,,2013-07-19T21:49:21.583,Yum - FSC Single Department.pdf
OCP Corp, Express Audit,Audit,T1538,2256 NE Northgate Way,Belton,WA,64012-5104,Round 3 - 2013,7/19/13 0:00,7/19/13 8:42,7/19/13 10:43,120,1,1,Astrid Adamo,8059750,Closed,,2013-07-20T15:54:32.040,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1538,2257 NE Northgate Way,Belton,WA,64012-5104,Round 3 - 2013,7/19/13 0:00,7/19/13 8:36,7/19/13 10:42,125,95.95,3,Enda Lotts,8060737,Closed,,2013-07-20T04:30:54.277,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1491,2258 NE Northgate Way,East Hanover,WA,07936-2122,Round 3 - 2013,7/19/13 0:00,7/19/13 7:48,7/19/13 10:30,161,89.38,6,Jayme Everette,8060789,Closed,,2013-07-19T19:17:15.430,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1171,2259 NE Northgate Way,Las Vegas,WA,89183-6841,Round 3 - 2013,7/19/13 0:00,7/19/13 8:04,7/19/13 10:27,143,0,0,Syreeta Updike,8058858,Closed,,2013-07-19T23:48:47.500,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1171,2260 NE Northgate Way,Las Vegas,WA,89183-6841,Round 3 - 2013,7/19/13 0:00,7/19/13 8:04,7/19/13 10:27,143,93.24,2,Ja Kluender,8061101,Closed,,2013-07-19T23:48:48.040,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1491,2261 NE Northgate Way,East Hanover,WA,07936-2122,Round 3 - 2013,7/19/13 0:00,7/19/13 7:49,7/19/13 10:26,156,2,2,Casandra Ryder,8059505,Closed,,2013-07-19T19:17:46.690,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T0809,2262 NE Northgate Way,Janesville,WA,53545-0591,Round 3 - 2013,7/19/13 0:00,7/19/13 7:58,7/19/13 10:09,130,93.69,4,Ashleigh Milliken,8061428,Closed,,2013-07-22T22:31:49.253,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2055,2263 NE Northgate Way,Hattiesburg,WA,39402-4404,Round 3 - 2013,7/19/13 0:00,7/19/13 8:15,7/19/13 10:03,107,0,0,Evelyn Dykeman,8059006,Closed,,2013-07-19T23:31:42.860,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T0889,2264 NE Northgate Way,Superior,WA,54880-5334,Round 3 - 2013,7/19/13 0:00,7/19/13 8:00,7/19/13 10:03,122,91.84,2,Shantell Messersmith,8061350,Closed,,2013-07-19T19:46:54.137,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T2055,2265 NE Northgate Way,Hattiesburg,WA,39402-4404,Round 3 - 2013,7/19/13 0:00,7/19/13 8:12,7/19/13 10:03,110,91.03,4,Harland Gullett,8060455,Closed,,2013-07-19T23:31:16.260,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0948,2266 NE Northgate Way,San Antonio,WA,78230-1025,Round 3 - 2013,7/19/13 0:00,7/19/13 8:08,7/19/13 9:42,93,97.14,1,Vivienne Pawloski,8061295,Closed,,2013-07-19T20:02:17.900,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1341,2267 NE Northgate Way,Fairfax,WA,22033,Round 3 - 2013,7/18/13 0:00,7/18/13 14:05,7/18/13 17:55,229,80.09,10,Dian Bosio,8060930,Closed,,2013-07-18T22:46:00.340,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1341,2268 NE Northgate Way,Fairfax,WA,22033,Round 3 - 2013,7/18/13 0:00,7/18/13 14:10,7/18/13 17:53,222,3,3,Florine Lawley,8059703,Closed,,2013-07-18T22:45:57.567,Yum - FSC Single Department.pdf
OCP Corp, Express Audit,Audit,T2434,2269 NE Northgate Way,Southington,WA,06489-6008,Round 3 - 2013,7/18/13 0:00,7/18/13 14:54,7/18/13 17:42,167,1,1,Marlo Gramlich,8059464,Closed,,2013-07-18T23:29:38.967,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2434,2270 NE Northgate Way,Southington,WA,06489-6008,Round 3 - 2013,7/18/13 0:00,7/18/13 14:55,7/18/13 17:42,166,96.26,4,Meryl Mckissick,8060102,Closed,,2013-07-18T23:29:05.680,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T0738,2271 NE Northgate Way,Tracy,WA,95304-7307,Round 3 - 2013,7/18/13 0:00,7/18/13 14:44,7/18/13 17:39,174,2,2,Jerri Goetzinger,8058797,Closed,,2013-07-19T12:52:55.733,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T0738,2272 NE Northgate Way,Tracy,WA,95304-7307,Round 3 - 2013,7/18/13 0:00,7/18/13 14:41,7/18/13 17:38,176,91,6,Reinaldo Demarco,8061481,Closed,,2013-07-19T12:52:57.270,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T2157,2273 NE Northgate Way,Portage,WA,44241-5266,Round 3 - 2013,7/18/13 0:00,7/18/13 15:13,7/18/13 17:33,139,92.87,4,Kristy Yancy,8060358,Closed,,2013-07-18T23:07:26.363,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2534,2274 NE Northgate Way,Kenner,WA,70065-2845,Round 3 - 2013,7/18/13 0:00,7/18/13 15:27,7/18/13 17:32,124,1,1,Ona Boso,8059920,Closed,,2013-07-19T04:49:33.903,Yum - FSC Single Department.pdf
OCP Corp, Express Audit,Audit,T2157,2275 NE Northgate Way,Portage,WA,44241-5266,Round 3 - 2013,7/18/13 0:00,7/18/13 15:16,7/18/13 17:32,135,1,1,Robbin Cantero,8059179,Closed,,2013-07-18T23:07:33.577,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2534,2276 NE Northgate Way,Kenner,WA,70065-2845,Round 3 - 2013,7/18/13 0:00,7/18/13 14:43,7/18/13 17:32,168,90.53,6,Gilberte Veith,8061770,Closed,,2013-07-19T04:49:36.317,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2463,2277 NE Northgate Way,Rancho Cordova,WA,95670-5646,Round 3 - 2013,7/18/13 0:00,7/18/13 14:44,7/18/13 17:24,159,0,0,Sylvie Toupin,8058919,Closed,,2013-07-19T03:17:38.857,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2463,2278 NE Northgate Way,Rancho Cordova,WA,95670-5646,Round 3 - 2013,7/18/13 0:00,7/18/13 14:41,7/18/13 17:23,161,94.39,6,Angeles Vickery,8060075,Closed,,2013-07-19T03:17:42.073,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1032,2279 NE Northgate Way,Irving,WA,75063-7516,Round 3 - 2013,7/18/13 0:00,7/18/13 14:55,7/18/13 17:13,137,89.2,4,Hollie Faller,8061230,Closed,,2013-08-02T18:57:09.843,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1882,2280 NE Northgate Way,Willowbrook,WA,60527-5538,Round 3 - 2013,7/18/13 0:00,7/18/13 14:26,7/18/13 17:06,159,2,2,Shaunna Lawry,8059446,Closed,,2013-07-18T23:15:57.597,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1882,2281 NE Northgate Way,Willowbrook,WA,60527-5538,Round 3 - 2013,7/18/13 0:00,7/18/13 14:05,7/18/13 17:06,180,85.9,11,Edmundo Job,8060602,Closed,,2013-07-18T23:16:01.693,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T2392,2282 NE Northgate Way,Manahawkin,WA,8050,Round 3 - 2013,7/18/13 0:00,7/18/13 14:31,7/18/13 17:04,152,91.72,6,Kendall Goguen,8060139,Closed,,2013-07-18T21:10:43.343,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2392,2283 NE Northgate Way,Manahawkin,WA,8050,Round 3 - 2013,7/18/13 0:00,7/18/13 14:33,7/18/13 17:03,149,1,1,Shona Dodd,8059687,Closed,,2013-07-18T21:10:40.870,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2106,2284 NE Northgate Way,Fitchburg,WA,53719-5017,Round 3 - 2013,7/18/13 0:00,7/18/13 13:22,7/18/13 16:56,213,90.85,7,Suzanna Tusing,8060408,Closed,,2013-07-18T22:08:02.370,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T0649,2285 NE Northgate Way,Orlando,WA,32803-3706,Round 3 - 2013,7/18/13 0:00,7/18/13 14:18,7/18/13 16:55,156,1,1,Latarsha Preslar,8059347,Closed,,2013-07-18T23:31:17.350,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T0649,2286 NE Northgate Way,Orlando,WA,32803-3706,Round 3 - 2013,7/18/13 0:00,7/18/13 14:16,7/18/13 16:55,158,82.46,8,Lyman Shemwell,8061525,Closed,,2013-07-18T23:31:22.677,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1139,2287 NE Northgate Way,Westbury,WA,11590-6614,Round 3 - 2013,7/18/13 0:00,7/18/13 13:42,7/18/13 16:52,189,1,1,Nellie Madding,8059323,Closed,,2013-07-19T03:12:01.707,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1139,2288 NE Northgate Way,Westbury,WA,11590-6614,Round 3 - 2013,7/18/13 0:00,7/18/13 13:39,7/18/13 16:50,190,86.91,9,Adeline Mccusker,8061131,Closed,,2013-07-19T03:12:08.857,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0605,2289 NE Northgate Way,Sterling Heights,WA,48312-3564,Round 3 - 2013,7/18/13 0:00,7/18/13 14:21,7/18/13 16:45,143,94.97,4,Roseanna Pillar,8061571,Closed,,2013-07-19T00:07:07.760,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2458,2290 NE Northgate Way,Aurora,WA,80016,Round 3 - 2013,7/18/13 0:00,7/18/13 13:18,7/18/13 16:44,205,2,2,Chad Smurf,8059404,Closed,,2013-07-19T00:18:22.307,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2458,2291 NE Northgate Way,Aurora,WA,80016,Round 3 - 2013,7/18/13 0:00,7/18/13 13:18,7/18/13 16:44,205,78.13,12,Lita Willimas,8060083,Closed,,2013-07-19T00:18:48.447,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0083,2292 NE Northgate Way,Lubbock,WA,79423-1423,Round 3 - 2013,7/18/13 0:00,7/18/13 14:10,7/18/13 16:27,136,94.94,4,Kimiko Cabe,8061733,Closed,,2013-07-19T12:08:25.647,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2126,2293 NE Northgate Way,Mount Juliet,WA,37122-6359,Round 3 - 2013,7/18/13 0:00,7/18/13 13:51,7/18/13 16:25,153,0,0,Zenaida Koran,8059436,Closed,,2013-07-19T13:04:08.460,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2126,2294 NE Northgate Way,Mount Juliet,WA,37122-6359,Round 3 - 2013,7/18/13 0:00,7/18/13 13:47,7/18/13 16:25,157,96.23,4,Gerald Schoenberger,8060389,Closed,,2013-07-19T13:04:06.720,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2114,2295 NE Northgate Way,North Huntingdon,WA,15642-2704,Round 3 - 2013,7/18/13 0:00,7/18/13 14:06,7/18/13 16:16,129,0,0,Jayne Mcbain,8059366,Closed,,2013-07-18T21:34:57.020,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2114,2296 NE Northgate Way,North Huntingdon,WA,15642-2704,Round 3 - 2013,7/18/13 0:00,7/18/13 13:05,7/18/13 16:15,189,96.12,4,Forrest Boze,8060391,Closed,,2013-07-18T21:34:58.227,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T2482,2297 NE Northgate Way,Brea,WA,92821-5769,Round 3 - 2013,7/18/13 0:00,7/18/13 12:51,7/18/13 16:10,198,90.78,7,Tana Nolley,8060065,Closed,,2013-07-18T23:36:43.573,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2482,2298 NE Northgate Way,Brea,WA,92821-5769,Round 3 - 2013,7/18/13 0:00,7/18/13 12:56,7/18/13 16:01,184,2,2,Rachele Lashua,8058937,Closed,,2013-07-18T23:36:41.500,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1787,2299 NE Northgate Way,Tuscaloosa,WA,35404-4785,Round 3 - 2013,7/18/13 0:00,7/18/13 10:54,7/18/13 15:58,303,93.91,9,Jacinta Pease,8060691,Closed,,2013-07-19T00:23:52.407,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1428,2300 NE Northgate Way,San Leandro,WA,94578-1900,Round 3 - 2013,7/18/13 0:00,7/18/13 13:04,7/18/13 15:55,170,0,0,Dorris Lyford,8059481,Closed,,2013-07-19T06:19:18.857,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1428,2301 NE Northgate Way,San Leandro,WA,94578-1900,Round 3 - 2013,7/18/13 0:00,7/18/13 12:51,7/18/13 15:55,183,89.44,5,Kizzie Rea,8060847,Closed,,2013-07-19T06:19:20.830,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1475,2302 NE Northgate Way,Liverpool,WA,13090-1309,Round 3 - 2013,7/18/13 0:00,7/18/13 13:26,7/18/13 15:53,146,97.17,3,Sherly Gaudet,8060809,Closed,,2013-07-18T23:46:24.333,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2149,2303 NE Northgate Way,Tolleson,WA,85353-1401,Round 3 - 2013,7/18/13 0:00,7/18/13 13:07,7/18/13 15:50,162,0,0,Anamaria Durbin,8059698,Closed,,2013-07-19T05:52:18.093,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2149,2304 NE Northgate Way,Tolleson,WA,85353-1401,Round 3 - 2013,7/18/13 0:00,7/18/13 13:05,7/18/13 15:50,164,92.84,4,Gillian Ceasar,8060362,Closed,,2013-07-19T05:52:19.903,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1816,2305 NE Northgate Way,El Centro,WA,92243-1335,Round 3 - 2013,7/19/13 0:00,7/18/13 12:55,7/18/13 15:49,173,0,0,Lorretta Marcial,8058936,Closed,,2013-07-19T03:12:01.170,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1816,2306 NE Northgate Way,El Centro,WA,92243-1335,Round 3 - 2013,7/19/13 0:00,7/18/13 12:52,7/18/13 15:49,176,93.46,7,Shirl Winger,8060670,Closed,,2013-07-19T03:12:07.230,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2351,2307 NE Northgate Way,Amherst,WA,44001-9654,Round 3 - 2013,7/18/13 0:00,7/18/13 13:51,7/18/13 15:40,108,1,1,Astrid Adamo,8059494,Closed,,2013-07-18T19:45:46.880,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2351,2308 NE Northgate Way,Amherst,WA,44001-9654,Round 3 - 2013,7/18/13 0:00,7/18/13 13:49,7/18/13 15:40,110,97.2,3,Enda Lotts,8060176,Closed,,2013-07-18T19:45:47.077,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T0993,2309 NE Northgate Way,Houston,WA,77084-1313,Round 3 - 2013,7/18/13 0:00,7/18/13 13:29,7/18/13 15:36,126,1,1,Jayme Everette,8058927,Closed,,2013-07-19T01:59:56.860,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T0993,2310 NE Northgate Way,Houston,WA,77084-1313,Round 3 - 2013,7/18/13 0:00,7/18/13 13:25,7/18/13 15:35,129,93.8,3,Syreeta Updike,8061267,Closed,,2013-07-19T01:59:57.117,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2124,2311 NE Northgate Way,Philadelphia,WA,19131,Round 3 - 2013,7/18/13 0:00,7/18/13 12:23,7/18/13 15:20,176,3,3,Ja Kluender,8059790,Closed,,2013-07-18T21:08:16.613,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2124,2312 NE Northgate Way,Philadelphia,WA,19131,Round 3 - 2013,7/18/13 0:00,7/18/13 12:21,7/18/13 15:20,178,93.11,6,Casandra Ryder,8060387,Closed,,2013-07-18T21:08:17.647,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2380,2313 NE Northgate Way,New York,WA,10035-4410,Round 3 - 2013,7/18/13 0:00,7/18/13 12:08,7/18/13 15:15,186,1,1,Ashleigh Milliken,8059890,Closed,,2013-07-19T00:09:06.107,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2380,2314 NE Northgate Way,New York,WA,10035-4410,Round 3 - 2013,7/18/13 0:00,7/18/13 12:06,7/18/13 15:14,187,81.99,7,Evelyn Dykeman,8061752,Closed,,2013-07-19T00:09:08.870,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2243,2315 NE Northgate Way,Grand Prairie,WA,75052-8307,Round 3 - 2013,7/18/13 0:00,7/18/13 10:29,7/18/13 15:10,280,0,0,Shantell Messersmith,8059740,Closed,,2013-07-19T00:46:33.687,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2243,2316 NE Northgate Way,Grand Prairie,WA,75052-8307,Round 3 - 2013,7/18/13 0:00,7/18/13 10:24,7/18/13 15:09,284,88.88,10,Harland Gullett,8060270,Closed,,2013-07-19T00:46:39.827,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1883,2317 NE Northgate Way,Vancouver,WA,98665-8145,Round 3 - 2013,7/19/13 0:00,7/18/13 12:09,7/18/13 15:05,175,1,1,Vivienne Pawloski,8058915,Closed,,2013-07-19T07:20:43.430,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1883,2318 NE Northgate Way,Vancouver,WA,98665-8145,Round 3 - 2013,7/19/13 0:00,7/18/13 12:06,7/18/13 15:05,178,90.06,7,Dian Bosio,8060603,Closed,,2013-07-31T18:12:33.373,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T2439,2319 NE Northgate Way,Selinsgrove,WA,17870-2407,Round 3 - 2013,7/18/13 0:00,7/18/13 12:25,7/18/13 15:01,155,98.13,2,Florine Lawley,8060094,Closed,,2013-07-19T02:43:19.087,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2439,2320 NE Northgate Way,Selinsgrove,WA,17870-2407,Round 3 - 2013,7/18/13 0:00,7/18/13 12:28,7/18/13 15:00,151,1,1,Marlo Gramlich,8059222,Closed,,2013-07-19T02:43:19.313,Yum - FSC Single Department.pdf
OCP Corp, Express Audit,Audit,T2161,2321 NE Northgate Way,Aurora,WA,44202-8784,Round 3 - 2013,7/18/13 0:00,7/18/13 12:05,7/18/13 14:47,161,0,0,Meryl Mckissick,8059317,Closed,,2013-07-18T23:07:21.950,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2161,2322 NE Northgate Way,Aurora,WA,44202-8784,Round 3 - 2013,7/18/13 0:00,7/18/13 12:00,7/18/13 14:46,165,94.39,6,Jerri Goetzinger,8060348,Closed,,2013-07-18T23:07:26.453,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T2280,2323 NE Northgate Way,Hawthorne,WA,90250,Round 3 - 2013,7/18/13 0:00,7/18/13 10:57,7/18/13 14:35,217,86.26,6,Reinaldo Demarco,8060234,Closed,,2013-07-19T05:16:18.900,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2280,2324 NE Northgate Way,Hawthorne,WA,90250,Round 3 - 2013,7/18/13 0:00,7/18/13 11:01,7/18/13 14:34,212,3,3,Kristy Yancy,8059773,Closed,,2013-07-19T05:16:17.600,Yum - FSC Single Department.pdf
OCP Corp, Express Audit,Audit,T2035,2325 NE Northgate Way,Tinley Park,WA,60487-9361,Round 3 - 2013,7/18/13 0:00,7/18/13 9:16,7/18/13 14:30,313,0,0,Ona Boso,8059573,Closed,,2013-07-19T02:42:47.173,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2035,2326 NE Northgate Way,Tinley Park,WA,60487-9361,Round 3 - 2013,7/18/13 0:00,7/18/13 9:13,7/18/13 14:30,316,94.08,9,Robbin Cantero,8060463,Closed,,2013-07-19T02:42:52.343,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1373,2327 NE Northgate Way,Meriden,WA,06451-1818,Round 3 - 2013,7/18/13 0:00,7/18/13 11:56,7/18/13 14:29,152,1,1,Gilberte Veith,8059211,Closed,,2013-07-18T23:29:03.543,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1373,2328 NE Northgate Way,Meriden,WA,06451-1818,Round 3 - 2013,7/18/13 0:00,7/18/13 11:55,7/18/13 14:29,153,89.2,4,Sylvie Toupin,8060901,Closed,,2013-07-18T23:29:05.370,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2568,2329 NE Northgate Way,Henderson,WA,89052-0404,Round 3 - 2013,7/18/13 0:00,7/18/13 12:00,7/18/13 14:27,146,1,1,Angeles Vickery,8059099,Closed,,2013-07-19T05:04:34.793,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2568,2330 NE Northgate Way,Henderson,WA,89052-0404,Round 3 - 2013,7/18/13 0:00,7/18/13 11:58,7/18/13 14:27,148,87.79,8,Hollie Faller,8060019,Closed,,2013-07-19T05:04:40.150,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0819,2331 NE Northgate Way,Clinton Township,WA,48035-6115,Round 3 - 2013,7/18/13 0:00,7/18/13 11:28,7/18/13 14:15,166,90.41,3,Shaunna Lawry,8061413,Closed,,2013-07-19T00:07:07.367,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2340,2332 NE Northgate Way,Burnsville,WA,55337-4426,Round 3 - 2013,7/18/13 0:00,7/18/13 8:40,7/18/13 13:57,316,0,0,Edmundo Job,8058880,Closed,,2013-07-18T23:32:50.980,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2340,2333 NE Northgate Way,Burnsville,WA,55337-4426,Round 3 - 2013,7/18/13 0:00,7/18/13 8:39,7/18/13 13:56,316,96.87,5,Kendall Goguen,8060189,Closed,,2013-07-18T23:32:23.823,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2376,2334 NE Northgate Way,Orlando,WA,32806-3932,Round 3 - 2013,7/18/13 0:00,7/18/13 8:59,7/18/13 13:40,280,0,0,Shona Dodd,8059250,Closed,,2013-07-18T23:31:16.330,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2376,2335 NE Northgate Way,Orlando,WA,32806-3932,Round 3 - 2013,7/18/13 0:00,7/18/13 8:57,7/18/13 13:40,282,93.42,6,Suzanna Tusing,8060148,Closed,,2013-07-18T23:31:19.610,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1975,2336 NE Northgate Way,Houston,WA,77096-1611,Round 3 - 2013,7/18/13 0:00,7/18/13 11:08,7/18/13 13:39,151,91.15,5,Latarsha Preslar,8060510,Closed,,2013-07-18T23:42:09.653,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1975,2337 NE Northgate Way,Houston,WA,77096-1611,Round 3 - 2013,7/18/13 0:00,7/18/13 11:06,7/18/13 13:38,151,2,2,Lyman Shemwell,8059520,Closed,,2013-07-18T23:42:08.807,Yum - FSC Single Department.pdf
OCP Corp, Express Audit,Audit,T2038,2338 NE Northgate Way,Webster,WA,14580-2908,Round 3 - 2013,7/18/13 0:00,7/18/13 9:53,7/18/13 13:16,202,0,0,Nellie Madding,8059435,Closed,,2013-07-18T20:46:04.580,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2038,2339 NE Northgate Way,Webster,WA,14580-2908,Round 3 - 2013,7/18/13 0:00,7/18/13 9:51,7/18/13 13:16,205,93.05,6,Adeline Mccusker,8060466,Closed,,2013-07-18T20:46:07.253,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2429,2340 NE Northgate Way,New Braunfels,WA,78130-6248,Round 3 - 2013,7/18/13 0:00,7/18/13 10:12,7/18/13 13:13,181,0,0,Roseanna Pillar,8059255,Closed,,2013-07-19T00:22:44.663,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2429,2341 NE Northgate Way,New Braunfels,WA,78130-6248,Round 3 - 2013,7/18/13 0:00,7/18/13 10:12,7/18/13 13:13,180,93.99,5,Chad Smurf,8060109,Closed,,2013-07-19T00:22:48.290,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T0321,2342 NE Northgate Way,Redwood City,WA,94063-2849,Round 3 - 2013,7/18/13 0:00,7/18/13 9:53,7/18/13 13:04,190,1,1,Lita Willimas,8059880,Closed,,2013-07-18T23:25:33.130,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T0321,2343 NE Northgate Way,Redwood City,WA,94063-2849,Round 3 - 2013,7/18/13 0:00,7/18/13 9:48,7/18/13 13:04,195,92.87,4,Kimiko Cabe,8061606,Closed,,2013-07-18T23:25:33.540,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0858,2344 NE Northgate Way,Houston,WA,77040-6003,Round 3 - 2013,6/25/13 0:00,7/18/13 10:56,7/18/13 13:02,126,94.04,5,Zenaida Koran,8061381,Closed,,2013-07-19T01:59:24.990,OCP Corp Audit Report.pdf
